locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCEDHOCC_00738	CDS	621	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
LCEDHOCC_00739	gene	285				
LCEDHOCC_00739	CDS	285			COG1534	RNA-binding protein
LCEDHOCC_00740	gene	1002	hemB			
LCEDHOCC_00740	CDS	1002	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
LCEDHOCC_00741	gene	564	metC			
LCEDHOCC_00741	CDS	564	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
LCEDHOCC_00742	gene	2268	recC			
LCEDHOCC_00742	CDS	2268	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
LCEDHOCC_00743	gene	1569	abgT			
LCEDHOCC_00743	CDS	1569	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
LCEDHOCC_00744	gene	213				
LCEDHOCC_00744	CDS	213				hypothetical protein
LCEDHOCC_00745	gene	192	mtrR			
LCEDHOCC_00745	CDS	192	mtrR		COG1309	HTH-type transcriptional regulator MtrR
LCEDHOCC_00746	gene	891	nnr			
LCEDHOCC_00746	CDS	891	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LCEDHOCC_00747	gene	657				
LCEDHOCC_00747	CDS	657				hypothetical protein
LCEDHOCC_00748	gene	1443	cysG			
LCEDHOCC_00748	CDS	1443	cysG		COG0007	Siroheme synthase
LCEDHOCC_00749	gene	741	cysH			
LCEDHOCC_00749	CDS	741	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
LCEDHOCC_00750	gene	2277				
LCEDHOCC_00750	CDS	2277			COG1629	putative TonB-dependent receptor
LCEDHOCC_00751	gene	591	trpG			
LCEDHOCC_00751	CDS	591	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
LCEDHOCC_00752	gene	924				
LCEDHOCC_00752	CDS	924				hypothetical protein
LCEDHOCC_00753	gene	642				
LCEDHOCC_00753	CDS	642				hypothetical protein
LCEDHOCC_00754	gene	792	speE_2			
LCEDHOCC_00754	CDS	792	speE_2	2.5.1.16		Polyamine aminopropyltransferase
LCEDHOCC_00755	gene	76				
LCEDHOCC_00755	tRNA	76				tRNA-Thr(tgt)
LCEDHOCC_00756	gene	76				
LCEDHOCC_00756	tRNA	76				tRNA-Thr(tgt)
LCEDHOCC_00757	gene	792	panB			
LCEDHOCC_00757	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LCEDHOCC_00758	gene	837	panC			
LCEDHOCC_00758	CDS	837	panC	6.3.2.1		Pantothenate synthetase
LCEDHOCC_00759	gene	210				
LCEDHOCC_00759	CDS	210				hypothetical protein
LCEDHOCC_00760	gene	282				
LCEDHOCC_00760	CDS	282				hypothetical protein
LCEDHOCC_00761	gene	483	slyD			
LCEDHOCC_00761	CDS	483	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
LCEDHOCC_00762	gene	813	hpnC			
LCEDHOCC_00762	CDS	813	hpnC	4.2.3.156	COG1562	Hydroxysqualene synthase
LCEDHOCC_00763	gene	471				
LCEDHOCC_00763	CDS	471				hypothetical protein
LCEDHOCC_00764	gene	477				
LCEDHOCC_00764	CDS	477				hypothetical protein
LCEDHOCC_00765	gene	363				
LCEDHOCC_00765	CDS	363				hypothetical protein
LCEDHOCC_00766	gene	873	crtB			
LCEDHOCC_00766	CDS	873	crtB	2.5.1.32		15-cis-phytoene synthase
LCEDHOCC_00767	gene	2019	hscA			
LCEDHOCC_00767	CDS	2019	hscA		COG0443	Chaperone protein HscA
LCEDHOCC_00768	gene	564				
LCEDHOCC_00768	CDS	564				hypothetical protein
LCEDHOCC_00769	gene	762				
LCEDHOCC_00769	CDS	762				hypothetical protein
LCEDHOCC_00770	gene	840				
LCEDHOCC_00770	CDS	840				hypothetical protein
LCEDHOCC_00771	gene	678	tsaB_2			
LCEDHOCC_00771	CDS	678	tsaB_2		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
LCEDHOCC_00772	gene	441	rimI_2			
LCEDHOCC_00772	CDS	441	rimI_2	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
LCEDHOCC_00773	gene	741				
LCEDHOCC_00773	CDS	741				hypothetical protein
LCEDHOCC_00774	gene	642	pyrE_2			
LCEDHOCC_00774	CDS	642	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
LCEDHOCC_00775	gene	435				
LCEDHOCC_00775	CDS	435				hypothetical protein
LCEDHOCC_00776	gene	408				
LCEDHOCC_00776	CDS	408				hypothetical protein
LCEDHOCC_00777	gene	1251	secA			
LCEDHOCC_00777	CDS	1251	secA		COG0653	Protein translocase subunit SecA
LCEDHOCC_00778	gene	1773	dnaG			
LCEDHOCC_00778	CDS	1773	dnaG	2.7.7.-		DNA primase
LCEDHOCC_00779	gene	177				
LCEDHOCC_00779	CDS	177				hypothetical protein
LCEDHOCC_00780	gene	495				
LCEDHOCC_00780	CDS	495				hypothetical protein
LCEDHOCC_00781	gene	1371	purB			
LCEDHOCC_00781	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LCEDHOCC_00782	gene	633				
LCEDHOCC_00782	CDS	633				hypothetical protein
LCEDHOCC_00783	gene	1881	rnb			
LCEDHOCC_00783	CDS	1881	rnb	3.1.13.1		Exoribonuclease 2
LCEDHOCC_00784	gene	1332	pmbA			
LCEDHOCC_00784	CDS	1332	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
LCEDHOCC_00785	gene	204	cspD			
LCEDHOCC_00785	CDS	204	cspD		COG1278	Cold shock-like protein CspD
LCEDHOCC_00786	gene	339	clpS			
LCEDHOCC_00786	CDS	339	clpS			ATP-dependent Clp protease adapter protein ClpS
LCEDHOCC_00787	gene	2265	clpA			
LCEDHOCC_00787	CDS	2265	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
LCEDHOCC_00788	gene	120				
LCEDHOCC_00788	CDS	120				hypothetical protein
LCEDHOCC_00789	gene	279				
LCEDHOCC_00789	CDS	279				hypothetical protein
LCEDHOCC_00790	gene	762				
LCEDHOCC_00790	CDS	762				hypothetical protein
LCEDHOCC_00791	gene	77				
LCEDHOCC_00791	tRNA	77				tRNA-Val(gac)
LCEDHOCC_00792	gene	1116	tgt			
LCEDHOCC_00792	CDS	1116	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
LCEDHOCC_00793	gene	1083	hemH			
LCEDHOCC_00793	CDS	1083	hemH	4.99.1.1	COG0276	Ferrochelatase
LCEDHOCC_00794	gene	222	tyrS			
LCEDHOCC_00794	CDS	222	tyrS	6.1.1.1		Tyrosine--tRNA ligase
LCEDHOCC_00795	gene	921	ribF			
LCEDHOCC_00795	CDS	921	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LCEDHOCC_00796	gene	2790	ileS			
LCEDHOCC_00796	CDS	2790	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
LCEDHOCC_00797	gene	1128				
LCEDHOCC_00797	CDS	1128				hypothetical protein
LCEDHOCC_00798	gene	1575				
LCEDHOCC_00798	CDS	1575				hypothetical protein
LCEDHOCC_00799	gene	336				
LCEDHOCC_00799	CDS	336				hypothetical protein
LCEDHOCC_00800	gene	789				
LCEDHOCC_00800	CDS	789				hypothetical protein
LCEDHOCC_00801	gene	1377	mpl			
LCEDHOCC_00801	CDS	1377	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
LCEDHOCC_00802	gene	306				
LCEDHOCC_00802	CDS	306				hypothetical protein
LCEDHOCC_00803	gene	354				
LCEDHOCC_00803	CDS	354				hypothetical protein
LCEDHOCC_00804	gene	198				
LCEDHOCC_00804	CDS	198				hypothetical protein
LCEDHOCC_00805	gene	786	rlmB_2			
LCEDHOCC_00805	CDS	786	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LCEDHOCC_00806	gene	828	tilS			
LCEDHOCC_00806	CDS	828	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
LCEDHOCC_00807	gene	1623				
LCEDHOCC_00807	CDS	1623				hypothetical protein
LCEDHOCC_00808	gene	255				
LCEDHOCC_00808	CDS	255				hypothetical protein
LCEDHOCC_00809	gene	507				
LCEDHOCC_00809	CDS	507				hypothetical protein
LCEDHOCC_00810	gene	198				
LCEDHOCC_00810	CDS	198				hypothetical protein
LCEDHOCC_00811	gene	267				
LCEDHOCC_00811	CDS	267				hypothetical protein
LCEDHOCC_00812	gene	327				
LCEDHOCC_00812	CDS	327				hypothetical protein
LCEDHOCC_00813	gene	219				
LCEDHOCC_00813	CDS	219				hypothetical protein
LCEDHOCC_00814	gene	171				
LCEDHOCC_00814	CDS	171				hypothetical protein
LCEDHOCC_00815	gene	306				
LCEDHOCC_00815	CDS	306				hypothetical protein
LCEDHOCC_00816	gene	231				
LCEDHOCC_00816	CDS	231				hypothetical protein
LCEDHOCC_00817	gene	405				
LCEDHOCC_00817	CDS	405				hypothetical protein
LCEDHOCC_00818	gene	354				
LCEDHOCC_00818	CDS	354				hypothetical protein
LCEDHOCC_00819	gene	609	yhdE			
LCEDHOCC_00819	CDS	609	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
LCEDHOCC_00820	gene	771	tatC			
LCEDHOCC_00820	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
LCEDHOCC_00821	gene	687	tatB			
LCEDHOCC_00821	CDS	687	tatB			Sec-independent protein translocase protein TatB
LCEDHOCC_00822	gene	204	tatA			
LCEDHOCC_00822	CDS	204	tatA			Sec-independent protein translocase protein TatA
LCEDHOCC_00823	gene	324	hinT			
LCEDHOCC_00823	CDS	324	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
LCEDHOCC_00824	gene	726	rsmE			
LCEDHOCC_00824	CDS	726	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LCEDHOCC_00825	gene	795	cysQ			
LCEDHOCC_00825	CDS	795	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
LCEDHOCC_00826	gene	276				
LCEDHOCC_00826	CDS	276				hypothetical protein
LCEDHOCC_00827	gene	1008				
LCEDHOCC_00827	CDS	1008			COG3039	IS5 family transposase ISNme1
LCEDHOCC_00828	gene	1395				
LCEDHOCC_00828	CDS	1395				hypothetical protein
LCEDHOCC_00829	gene	1341				
LCEDHOCC_00829	CDS	1341				putative membrane protein
LCEDHOCC_00830	gene	627				
LCEDHOCC_00830	CDS	627				hypothetical protein
LCEDHOCC_00831	gene	852	acp			
LCEDHOCC_00831	CDS	852	acp			Sodium/proton-dependent alanine carrier protein
LCEDHOCC_00832	gene	1422				
LCEDHOCC_00832	CDS	1422				hypothetical protein
LCEDHOCC_00833	gene	1110	ribD			
LCEDHOCC_00833	CDS	1110	ribD		COG0117	Riboflavin biosynthesis protein RibD
LCEDHOCC_00834	gene	465	nrdR			
LCEDHOCC_00834	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
LCEDHOCC_00835	gene	708	yafJ			
LCEDHOCC_00835	CDS	708	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
LCEDHOCC_00836	gene	1062				
LCEDHOCC_00836	CDS	1062				hypothetical protein
LCEDHOCC_00837	gene	417				
LCEDHOCC_00837	CDS	417				hypothetical protein
LCEDHOCC_00838	gene	1296				
LCEDHOCC_00838	CDS	1296				hypothetical protein
LCEDHOCC_00839	gene	813				
LCEDHOCC_00839	CDS	813				hypothetical protein
LCEDHOCC_00840	gene	1095	pglF			
LCEDHOCC_00840	CDS	1095	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
LCEDHOCC_00841	gene	1293	avtA_1			
LCEDHOCC_00841	CDS	1293	avtA_1	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
LCEDHOCC_00842	gene	837				
LCEDHOCC_00842	CDS	837		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
LCEDHOCC_00843	gene	204				
LCEDHOCC_00843	CDS	204				hypothetical protein
LCEDHOCC_00844	gene	315				
LCEDHOCC_00844	CDS	315				hypothetical protein
LCEDHOCC_00845	gene	159				
LCEDHOCC_00845	CDS	159				hypothetical protein
LCEDHOCC_00846	gene	624				
LCEDHOCC_00846	CDS	624				hypothetical protein
LCEDHOCC_00847	gene	1386	yajR			
LCEDHOCC_00847	CDS	1386	yajR		COG0477	Inner membrane transport protein YajR
LCEDHOCC_00848	gene	525	ssb			
LCEDHOCC_00848	CDS	525	ssb			Single-stranded DNA-binding protein
LCEDHOCC_00849	gene	348				
LCEDHOCC_00849	CDS	348				hypothetical protein
LCEDHOCC_00850	gene	255				
LCEDHOCC_00850	CDS	255				hypothetical protein
LCEDHOCC_00851	gene	912				
LCEDHOCC_00851	CDS	912				hypothetical protein
LCEDHOCC_00852	gene	594				
LCEDHOCC_00852	CDS	594				hypothetical protein
LCEDHOCC_00853	gene	1959				
LCEDHOCC_00853	CDS	1959				hypothetical protein
LCEDHOCC_00854	gene	198				
LCEDHOCC_00854	CDS	198				hypothetical protein
LCEDHOCC_00855	gene	471				
LCEDHOCC_00855	CDS	471				hypothetical protein
LCEDHOCC_00856	gene	663	queC			
LCEDHOCC_00856	CDS	663	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
LCEDHOCC_00857	gene	519				
LCEDHOCC_00857	CDS	519				hypothetical protein
LCEDHOCC_00858	gene	423				
LCEDHOCC_00858	CDS	423				hypothetical protein
LCEDHOCC_00859	gene	372				
LCEDHOCC_00859	CDS	372				hypothetical protein
LCEDHOCC_00860	gene	306				
LCEDHOCC_00860	CDS	306				hypothetical protein
LCEDHOCC_00861	gene	507				
LCEDHOCC_00861	CDS	507				hypothetical protein
LCEDHOCC_00862	gene	1209				
LCEDHOCC_00862	CDS	1209				hypothetical protein
LCEDHOCC_00863	gene	435				
LCEDHOCC_00863	CDS	435				hypothetical protein
LCEDHOCC_00864	gene	153				
LCEDHOCC_00864	CDS	153				hypothetical protein
LCEDHOCC_00865	gene	213				
LCEDHOCC_00865	CDS	213				hypothetical protein
LCEDHOCC_00866	gene	195				
LCEDHOCC_00866	CDS	195				hypothetical protein
LCEDHOCC_00867	gene	375				
LCEDHOCC_00867	CDS	375				hypothetical protein
LCEDHOCC_00868	gene	465				
LCEDHOCC_00868	CDS	465				hypothetical protein
LCEDHOCC_00869	gene	1287				
LCEDHOCC_00869	CDS	1287				hypothetical protein
LCEDHOCC_00870	gene	573	ampD			
LCEDHOCC_00870	CDS	573	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
LCEDHOCC_00871	gene	996	mltG			
LCEDHOCC_00871	CDS	996	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
LCEDHOCC_00872	gene	1014	cntO			
LCEDHOCC_00872	CDS	1014	cntO		COG1629	Metal-pseudopaline receptor CntO
LCEDHOCC_00873	gene	660				
LCEDHOCC_00873	CDS	660				hypothetical protein
LCEDHOCC_00874	gene	696	dsbA_2			
LCEDHOCC_00874	CDS	696	dsbA_2			Thiol:disulfide interchange protein DsbA
LCEDHOCC_00875	gene	1143	ffh			
LCEDHOCC_00875	CDS	1143	ffh		COG0541	Signal recognition particle protein
LCEDHOCC_00876	gene	1245	ftsA			
LCEDHOCC_00876	CDS	1245	ftsA		COG0849	Cell division protein FtsA
LCEDHOCC_00877	gene	1179	ftsZ			
LCEDHOCC_00877	CDS	1179	ftsZ		COG0206	Cell division protein FtsZ
LCEDHOCC_00878	gene	1311	adeP			
LCEDHOCC_00878	CDS	1311	adeP		COG2252	Adenine permease AdeP
LCEDHOCC_00879	gene	321				
LCEDHOCC_00879	CDS	321				hypothetical protein
LCEDHOCC_00880	gene	474	bfr_1			
LCEDHOCC_00880	CDS	474	bfr_1	1.16.3.1	COG2193	Bacterioferritin
LCEDHOCC_00881	gene	465	bfr_2			
LCEDHOCC_00881	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
LCEDHOCC_00882	gene	471				
LCEDHOCC_00882	CDS	471				hypothetical protein
LCEDHOCC_00883	gene	2316	hsdR_1			
LCEDHOCC_00883	CDS	2316	hsdR_1	3.1.21.3		Type I restriction enzyme EcoR124II R protein
LCEDHOCC_00884	gene	801	hsdR_2			
LCEDHOCC_00884	CDS	801	hsdR_2	3.1.21.3		Type I restriction enzyme EcoR124II R protein
LCEDHOCC_00885	gene	792				
LCEDHOCC_00885	CDS	792				hypothetical protein
LCEDHOCC_00886	gene	507				
LCEDHOCC_00886	CDS	507				hypothetical protein
LCEDHOCC_00887	gene	798				
LCEDHOCC_00887	CDS	798				hypothetical protein
LCEDHOCC_00888	gene	1602				
LCEDHOCC_00888	CDS	1602				hypothetical protein
LCEDHOCC_00889	gene	312				
LCEDHOCC_00889	CDS	312				hypothetical protein
LCEDHOCC_00890	gene	75				
LCEDHOCC_00890	tRNA	75				tRNA-Asn(gtt)
LCEDHOCC_00891	gene	753	ogt			
LCEDHOCC_00891	CDS	753	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
LCEDHOCC_00892	gene	525				
LCEDHOCC_00892	CDS	525				hypothetical protein
LCEDHOCC_00893	gene	1146	dapE			
LCEDHOCC_00893	CDS	1146	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
LCEDHOCC_00894	gene	312				
LCEDHOCC_00894	CDS	312				hypothetical protein
LCEDHOCC_00895	gene	627				
LCEDHOCC_00895	CDS	627				hypothetical protein
LCEDHOCC_00896	gene	726	aat			
LCEDHOCC_00896	CDS	726	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
LCEDHOCC_00897	gene	1032	gap_1			
LCEDHOCC_00897	CDS	1032	gap_1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
LCEDHOCC_00898	gene	840	rsxB			
LCEDHOCC_00898	CDS	840	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
LCEDHOCC_00899	gene	1440	cas9			
LCEDHOCC_00899	CDS	1440	cas9	3.1.-.-		CRISPR-associated endonuclease Cas9
LCEDHOCC_00900	gene	450	cas1_1			
LCEDHOCC_00900	CDS	450	cas1_1	3.1.-.-		CRISPR-associated endonuclease Cas1
LCEDHOCC_00901	gene	390	cas1_2			
LCEDHOCC_00901	CDS	390	cas1_2	3.1.-.-		CRISPR-associated endonuclease Cas1
LCEDHOCC_00902	gene	309	cas2			
LCEDHOCC_00902	CDS	309	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	630				
LCEDHOCC_00903	gene	105				
LCEDHOCC_00903	CDS	105				hypothetical protein
LCEDHOCC_00904	gene	1383				
LCEDHOCC_00904	CDS	1383				hypothetical protein
LCEDHOCC_00905	gene	1479				
LCEDHOCC_00905	CDS	1479				hypothetical protein
LCEDHOCC_00906	gene	738	legI			
LCEDHOCC_00906	CDS	738	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
LCEDHOCC_00907	gene	798	psd			
LCEDHOCC_00907	CDS	798	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
LCEDHOCC_00908	gene	2847	uvrA			
LCEDHOCC_00908	CDS	2847	uvrA		COG0178	UvrABC system protein A
LCEDHOCC_00909	gene	480				
LCEDHOCC_00909	CDS	480				hypothetical protein
LCEDHOCC_00910	gene	405				
LCEDHOCC_00910	CDS	405				hypothetical protein
LCEDHOCC_00911	gene	417				
LCEDHOCC_00911	CDS	417				hypothetical protein
LCEDHOCC_00912	gene	192				
LCEDHOCC_00912	CDS	192				hypothetical protein
LCEDHOCC_00913	gene	168				
LCEDHOCC_00913	CDS	168				hypothetical protein
LCEDHOCC_00914	gene	186				
LCEDHOCC_00914	CDS	186				hypothetical protein
LCEDHOCC_00915	gene	249				
LCEDHOCC_00915	CDS	249				hypothetical protein
LCEDHOCC_00916	gene	216				
LCEDHOCC_00916	CDS	216				hypothetical protein
LCEDHOCC_00917	gene	555				
LCEDHOCC_00917	CDS	555				hypothetical protein
LCEDHOCC_00918	gene	369				
LCEDHOCC_00918	CDS	369				hypothetical protein
LCEDHOCC_00919	gene	444	nsrR			
LCEDHOCC_00919	CDS	444	nsrR		COG1959	HTH-type transcriptional repressor NsrR
LCEDHOCC_00920	gene	621	yciO			
LCEDHOCC_00920	CDS	621	yciO		COG0009	putative protein YciO
LCEDHOCC_00921	gene	768	ackA			
LCEDHOCC_00921	CDS	768	ackA	2.7.2.1	COG0282	Acetate kinase
LCEDHOCC_00922	gene	390				
LCEDHOCC_00922	CDS	390			COG0251	RutC family protein
LCEDHOCC_00923	gene	525				
LCEDHOCC_00923	CDS	525			COG3637	putative protein
LCEDHOCC_00924	gene	1176	hemW			
LCEDHOCC_00924	CDS	1176	hemW		COG0635	Heme chaperone HemW
LCEDHOCC_00925	gene	1050	ligA_1			
LCEDHOCC_00925	CDS	1050	ligA_1	6.5.1.2		DNA ligase
LCEDHOCC_00926	gene	417	dksA			
LCEDHOCC_00926	CDS	417	dksA		COG1734	RNA polymerase-binding transcription factor DksA
LCEDHOCC_00927	gene	792	proC			
LCEDHOCC_00927	CDS	792	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LCEDHOCC_00928	gene	408				
LCEDHOCC_00928	CDS	408				hypothetical protein
LCEDHOCC_00929	gene	687	yggS			
LCEDHOCC_00929	CDS	687	yggS		COG0325	Pyridoxal phosphate homeostasis protein
LCEDHOCC_00930	gene	1044	pilT			
LCEDHOCC_00930	CDS	1044	pilT		COG2805	Twitching mobility protein
LCEDHOCC_00931	gene	588				
LCEDHOCC_00931	CDS	588				hypothetical protein
LCEDHOCC_00932	gene	390				
LCEDHOCC_00932	CDS	390				hypothetical protein
LCEDHOCC_00933	gene	558				
LCEDHOCC_00933	CDS	558				hypothetical protein
LCEDHOCC_00934	gene	159				
LCEDHOCC_00934	CDS	159				hypothetical protein
LCEDHOCC_00935	gene	843				
LCEDHOCC_00935	CDS	843				hypothetical protein
LCEDHOCC_00936	gene	159				
LCEDHOCC_00936	CDS	159				hypothetical protein
LCEDHOCC_00937	gene	654				
LCEDHOCC_00937	CDS	654				hypothetical protein
LCEDHOCC_00938	gene	1296	hisS			
LCEDHOCC_00938	CDS	1296	hisS	6.1.1.21		Histidine--tRNA ligase
LCEDHOCC_00939	gene	630				
LCEDHOCC_00939	CDS	630				hypothetical protein
LCEDHOCC_00940	gene	387				
LCEDHOCC_00940	CDS	387				hypothetical protein
LCEDHOCC_00941	gene	2472	btuB			
LCEDHOCC_00941	CDS	2472	btuB			Vitamin B12 transporter BtuB
LCEDHOCC_00942	gene	2691	glnE			
LCEDHOCC_00942	CDS	2691	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
LCEDHOCC_00943	gene	192				
LCEDHOCC_00943	CDS	192				hypothetical protein
LCEDHOCC_00944	gene	261				
LCEDHOCC_00944	CDS	261				hypothetical protein
LCEDHOCC_00945	gene	156				
LCEDHOCC_00945	CDS	156				hypothetical protein
LCEDHOCC_00946	gene	1005	amgK			
LCEDHOCC_00946	CDS	1005	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
LCEDHOCC_00947	gene	2409	lptD			
LCEDHOCC_00947	CDS	2409	lptD		COG1452	LPS-assembly protein LptD
LCEDHOCC_00948	gene	354				
LCEDHOCC_00948	CDS	354				hypothetical protein
LCEDHOCC_00949	gene	444				
LCEDHOCC_00949	CDS	444				hypothetical protein
LCEDHOCC_00950	gene	324				
LCEDHOCC_00950	CDS	324				hypothetical protein
LCEDHOCC_00951	gene	462				
LCEDHOCC_00951	CDS	462				hypothetical protein
LCEDHOCC_00952	gene	1005				
LCEDHOCC_00952	CDS	1005				hypothetical protein
LCEDHOCC_00953	gene	633				
LCEDHOCC_00953	CDS	633				hypothetical protein
LCEDHOCC_00954	gene	1089	pheA			
LCEDHOCC_00954	CDS	1089	pheA			Bifunctional chorismate mutase/prephenate dehydratase
LCEDHOCC_00955	gene	792	recO			
LCEDHOCC_00955	CDS	792	recO		COG1381	DNA repair protein RecO
LCEDHOCC_00956	gene	729	pdxJ			
LCEDHOCC_00956	CDS	729	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
LCEDHOCC_00957	gene	825				
LCEDHOCC_00957	CDS	825				hypothetical protein
LCEDHOCC_00958	gene	1779	birA			
LCEDHOCC_00958	CDS	1779	birA	6.3.4.15		Bifunctional ligase/repressor BirA
LCEDHOCC_00959	gene	507				
LCEDHOCC_00959	CDS	507		2.7.7.70	COG2870	D-beta-D-heptose 1-phosphate adenylyltransferase
LCEDHOCC_00960	gene	1290	ubiD			
LCEDHOCC_00960	CDS	1290	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
LCEDHOCC_00961	gene	2115				
LCEDHOCC_00961	CDS	2115				hypothetical protein
LCEDHOCC_00962	gene	819				
LCEDHOCC_00962	CDS	819				hypothetical protein
LCEDHOCC_00963	gene	645	dedA			
LCEDHOCC_00963	CDS	645	dedA		COG0586	Protein DedA
LCEDHOCC_00964	gene	282				
LCEDHOCC_00964	CDS	282				hypothetical protein
LCEDHOCC_00965	gene	258				
LCEDHOCC_00965	CDS	258				hypothetical protein
LCEDHOCC_00966	gene	510				
LCEDHOCC_00966	CDS	510				hypothetical protein
LCEDHOCC_00967	gene	552				
LCEDHOCC_00967	CDS	552			COG3241	Outer membrane protein H.8
LCEDHOCC_00968	gene	423				
LCEDHOCC_00968	CDS	423				hypothetical protein
LCEDHOCC_00969	gene	270				
LCEDHOCC_00969	CDS	270				hypothetical protein
LCEDHOCC_00970	gene	939				
LCEDHOCC_00970	CDS	939				hypothetical protein
LCEDHOCC_00971	gene	633	pdxH_1			
LCEDHOCC_00971	CDS	633	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
LCEDHOCC_00972	gene	1011	ascD_1			
LCEDHOCC_00972	CDS	1011	ascD_1	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
LCEDHOCC_00973	gene	1149	gatB_1			
LCEDHOCC_00973	CDS	1149	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
LCEDHOCC_00974	gene	159				
LCEDHOCC_00974	CDS	159				hypothetical protein
LCEDHOCC_00975	gene	897	folE2_1			
LCEDHOCC_00975	CDS	897	folE2_1	3.5.4.16		GTP cyclohydrolase FolE2
LCEDHOCC_00976	gene	666				
LCEDHOCC_00976	CDS	666		1.-.-.-	COG0778	Putative NAD(P)H nitroreductase
LCEDHOCC_00977	gene	759	rluF			
LCEDHOCC_00977	CDS	759	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
LCEDHOCC_00978	gene	402	nadK			
LCEDHOCC_00978	CDS	402	nadK	2.7.1.23	COG0061	NAD kinase
LCEDHOCC_00979	gene	249				
LCEDHOCC_00979	CDS	249				hypothetical protein
LCEDHOCC_00980	gene	1617				
LCEDHOCC_00980	CDS	1617				hypothetical protein
LCEDHOCC_00981	gene	201				
LCEDHOCC_00981	CDS	201				hypothetical protein
LCEDHOCC_00982	gene	942	ychF_1			
LCEDHOCC_00982	CDS	942	ychF_1		COG0012	Ribosome-binding ATPase YchF
LCEDHOCC_00983	gene	525				
LCEDHOCC_00983	CDS	525				hypothetical protein
LCEDHOCC_00984	gene	1908	tamA			
